Cod Partener,Beneficiar,categorie_contaminata,expunere_mil_lei,contragarantii,scor_serv_datorie,are_restante_peste_30_zile,total_incidente,total_incidente_majore,Este_in_interdictie,A_fost_interdictie,scor_serv_prel,mean_encode_categ_contaminata_1Y,prob_1Y_CRC,prob_1Y_no_crc,prob_1Y,stage,data_raport
38795656,BOIS DESING SRL,instiintare_neplata,0.16,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.22334169677047597,0.09917924815514227,0.22334169677047597,2,2021-10-31
38807327,GABELL ACACIA SRL,standard,0.01864157,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019444530333121997,0.019444530333121997,1,2021-10-31
38812528,MADYT AUTOSERV SRL,standard,0.2,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01893421424948781,0.021247397664048415,0.01893421424948781,1,2021-10-31
38821810,CRISTAL CONSTRUCTIONS & INVESTMENTS SRL,standard,0.16999999,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018916786232356,0.02093826575850721,0.018916786232356,1,2021-10-31
38883995,KAPING CONSTRUCT SRL,standard,0.03976372,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018841309815073735,0.0196465357079837,0.018841309815073735,1,2021-10-31
38945109,HULGO MOBILI SRL,instiintare_neplata,0.08312009,0,0.16202600203759773,1,17,15,0,0,0.16202600203759773,0.0478609998605216,0.21534796166448522,0.09580369279162713,0.21534796166448522,2,2021-10-31
38971078,YARRA ENERGY REC SRL,standard,0.01407926,8447.556,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.01940116597284176,0.01940116597284176,1,2021-10-31
38972189,PIDEFOOD SRL,standard,0.047016480000000006,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019716371956131403,0.019716371956131403,1,2021-10-31
38985251,INTERSTELLAR EVENTS SRL,standard,0.10971376,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01888181148895858,0.020330305304712602,0.01888181148895858,1,2021-10-31
39047149,BLACK PANDA S.R.L.,standard,0.04412698,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019688520087492545,0.019688520087492545,1,2021-10-31
39073741,DMD DENTAL PRACTICE SRL,standard,0.06857106,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018857979182278738,0.019925358018301344,0.018857979182278738,1,2021-10-31
39095383,CHG PRODUCT SRL,standard,0.05304028,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01884899050030525,0.019774559512990602,0.01884899050030525,1,2021-10-31
39100897,STYLE-RIPANU SRL,instiintare_neplata,0.12103375999999999,0,0.25,0,0,0,0,0,0.5,0.0478609998605216,0.043613990071281,0.09745533356848328,0.043613990071281,2,2021-10-31
39124730,OLD REAL PAL SRL,standard,0.01796472,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.01943809093604077,0.01943809093604077,1,2021-10-31
39128359,MOBTEOFIL PAL SRL,standard,0.07999643,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01886459447786388,0.020037013095690732,0.01886459447786388,1,2021-10-31
39191712,ECO PELETI SI BRICHETE S.R.L.,cerere_plata,0.13598654000000002,0,0,1,0,0,0,0,0,0,0.3986216983123964,0.10635828607677052,0.3986216983123964,3,2021-10-31
39205320,VIOFAM TRITEAN SRL,standard,0.07852104,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01886374009827349,0.020022560373243438,0.01886374009827349,1,2021-10-31
39205370,GMA DELTA CONCEPT SRL,instiintare_neplata,0.16,0,0.1,1,0,0,0,0,0.1,0.0478609998605216,0.27221720397622445,0.09917924815514227,0.27221720397622445,2,2021-10-31
39206198,TREICE TRITEAN CONFORT SRL,standard,0.08028892,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01886476385961178,0.020039879501988392,0.01886476385961178,1,2021-10-31
39224321,CRISPY FRIES BRASOV S.R.L.,instiintare_neplata,0.13724681,0,0,1,0,0,0,0,0,0.0478609998605216,0.38738355714219136,0.09816934827974774,0.38738355714219136,2,2021-10-31
39227743,YOUR TAILORING SRL,standard,0.03177535,19065.216,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019569896849676294,0.019569896849676294,1,2021-10-31
39229876,NUTMIH PRODUCT SRL,standard,0.06857076,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018857979008608444,0.019925355094551882,0.018857979008608444,1,2021-10-31
39235070,MD CONS PLAST SRL,standard,0.056,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018850703160413047,0.019803210866910635,0.018850703160413047,1,2021-10-31
39239233,NOS PRAESENTI GROUP SRL,instiintare_neplata,0.15001408,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.22328750571684133,0.0987348897737281,0.22328750571684133,2,2021-10-31
39246338,MPP PUB ADVERTISING SRL,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
39278569,FPL CONCEPT STORE SRL,standard,0.0032171599999999997,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019298303820360782,0.019298303820360782,1,2021-10-31
39282268,AGROZON CON SRL,instiintare_neplata,0.13644818,0,0.1,1,0,0,0,0,0.1,0.0478609998605216,0.27207123983684034,0.09813406811453741,0.27207123983684034,2,2021-10-31
39286260,AUTOBILDGRUP SRL,standard,0.055636080000000004,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.0188504925676466,0.019799685773897624,0.0188504925676466,1,2021-10-31
39287290,VATCO GROUP BUSINESS SRL,instiintare_neplata,0.15881564,0,0,1,0,0,0,0,0,0.0478609998605216,0.38754372179017227,0.09912645304744779,0.38754372179017227,2,2021-10-31
39297226,SERTUSA DESIGN SRL,standard,0.05333332,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018849160062889028,0.019777394452781358,0.018849160062889028,1,2021-10-31
39322850,DAVIAN VEST FOREST SRL,standard,0.00446875,2681.268,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019310128848971455,0.019310128848971455,1,2021-10-31
39327459,XGAMES STATION SRL,standard,0.09192,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.020154190390364358,0.020154190390364358,1,2021-10-31
39339658,FOOD FACTORY L&D S.R.L.,standard,0.09362746000000001,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018872489829336817,0.02017102507047298,0.018872489829336817,1,2021-10-31
39353040,CASA DIZEI SRL,instiintare_neplata,0.15781698000000002,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.22332984927470625,0.09908195530969985,0.22332984927470625,2,2021-10-31
39355092,DINTEALB SRL,insolventa,0.15999988,0,0.1,1,0,0,0,0,0.1,0.0289517205650865,0.2759235252059324,0.10239695350068015,0.2759235252059324,3,2021-10-31
39358722,BEAST'S ATELIER SRL,standard,0.07805833999999999,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.020018029929936534,0.020018029929936534,1,2021-10-31
39363257,ROSCAT PAN SRL,standard,0.09597685,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018873850968037297,0.020194211365548137,0.018873850968037297,1,2021-10-31
39364139,PETROV FARM SRL,standard,0.11231039,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018883316602572375,0.020356131311870695,0.018883316602572375,1,2021-10-31
39366490,DOTS TECHNOLOGY GROUP SRL,instiintare_neplata,0.15111924,0,0.25,0,0,0,0,0,0.5,0.0478609998605216,0.04365327082525545,0.09878398034914077,0.04365327082525545,2,2021-10-31
39375510,COMPLEX FOOD 2018 SRL,standard,0.05280178,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018848852497463906,0.019772252500251938,0.018848852497463906,1,2021-10-31
39384500,CUSTOMUNIQUE SRL,standard,0.08600171000000001,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018868072450802218,0.020095945532081095,0.018868072450802218,1,2021-10-31
39384560,UNIQUEPUB SRL,standard,0.052032089999999996,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018848407139833618,0.019764809080365035,0.018848407139833618,1,2021-10-31
39384853,ALIMAR CONCRETE CONSTRUCT SRL (fosta  ALIMAR PROD FOOD SRL),standard,0.009109059999999999,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019354032539104678,0.019354032539104678,1,2021-10-31
39402968,SPALATORIA IRIS S.R.L,instiintare_neplata,0.02364795,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09326329563517641,0.09326329563517641,1,2021-10-31
39414482,VALENTIN & DARIA STAR SRL,standard,0.0487024,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018846480635219074,0.01973264035709459,0.018846480635219074,1,2021-10-31
39429165,FOREST BIO PELET S.R.L.,standard,0.08888888,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.02012433899323405,0.02012433899323405,1,2021-10-31
39430542,NEW LINE STUDIO MARIAN SRL,standard,0.03747428,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01883998565070618,0.01962454125111031,0.01883998565070618,1,2021-10-31
39431270,LA MONDE DES FLEURS S R L,instiintare_neplata,0.1599483,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.22334141618356804,0.09917694300673592,0.22334141618356804,2,2021-10-31
39432799,PETCU IOANA CARMEN SRL,standard,0.10666668,63999.996,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018880045426030015,0.02030004005071242,0.018880045426030015,1,2021-10-31
39449197,MOFTCATERING SRL,insolventa,0.023482419999999997,0,0.25,0,0,0,0,0,0.5,0.0289517205650865,0.04426836981986457,0.0963024035564724,0.04426836981986457,3,2021-10-31
39466406,MOTOCAD TOURS SRL,instiintare_neplata,0.14154263,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.22324154065328933,0.09835931378595333,0.22324154065328933,2,2021-10-31
39469976,RECICLARE KATALYZATOARE SRL,standard,0.05078686,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018847686647349222,0.01975277268269409,0.018847686647349222,1,2021-10-31
3947530,ECOPNEU SRL,cerere_plata,0.0807557,64604.56,0,1,1,1,0,0,0,0,0.39847466421886113,0.10376675709841392,0.39847466421886113,3,2021-10-31
39475560,Amarisebracha SRL,standard,0.1263158,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.02049598360225701,0.02049598360225701,1,2021-10-31
39480370,FORMPOLY SRL,standard,0.032,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019572048088536156,0.019572048088536156,1,2021-10-31
39481538,ELCOMSOFT SOLUTION SRL,instiintare_neplata,0.15584,0,0,1,0,0,0,0,0,0.0478609998605216,0.38752162399768586,0.09899391856318658,0.38752162399768586,2,2021-10-31
39482924,NEONET MEDIAGALAXY SRL,standard,0.05318932,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019776001312215147,0.019776001312215147,1,2021-10-31
39489388,COFFEBYERIC SRL,standard,0.07477502,44865.012,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01886157099622114,0.01998591072792637,0.01886157099622114,1,2021-10-31
39497526,ELMA MEYVE PRODUCT SRL,standard,0.07894344,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018863984700865595,0.020026697103349308,0.018863984700865595,1,2021-10-31
39500389,PROVENCE TASTE SRL,standard,0.09698944,0,0.32914377526692234,1,0,0,0,0,0.32914377526692234,0.923187279574391,0.04510767825242453,0.020204212735292347,0.04510767825242453,2,2021-10-31
39503555,TRUCKERS GYM SRL,standard,0.0075311499999999995,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019339092380185382,0.019339092380185382,1,2021-10-31
39509752,PATI STORY HOUSE 2018 SRL,instiintare_neplata,0.15981285999999997,0,0,1,0,0,0,0,0,0.0478609998605216,0.387551127480604,0.09917090436818755,0.387551127480604,2,2021-10-31
39521942,LIVING DATA SRL,standard,0.15317060999999998,0,0.45916591127051065,0,0,0,0,0,0.5,0.923187279574391,0.018907016367396452,0.02076678077792119,0.018907016367396452,1,2021-10-31
39528363,STAR SILVIA & MELA SRL,instiintare_neplata,0.12775431,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.22316674131539502,0.09775073943534195,0.22316674131539502,2,2021-10-31
39533505,PUBLICO UNCONVENTIONAL MARKETING S.R.L.,standard,0.006184899999999999,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019326354590648208,0.019326354590648208,1,2021-10-31
39545909,DELTA DNT LUCAS SRL,standard,0.11076924,66461.532,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01888242327441223,0.02034079920571121,0.01888242327441223,1,2021-10-31
39547705,RUSTICMOB EXPRES SRL,instiintare_neplata,0.16,0,0.25,0,0,0,0,0,0.5,0.0478609998605216,0.04366487233805172,0.09917924815514227,0.04366487233805172,2,2021-10-31
39548336,MEDHOUSE HEALTH & TREATMENT SRL,instiintare_neplata,0.13483682,0,0,1,0,0,0,0,0,0.0478609998605216,0.3873656626805132,0.09806291930178128,0.3873656626805132,2,2021-10-31
39551471,MOBDEER DO S.R.L.,standard,0.02878472,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01883496062096736,0.01954128077063843,0.01883496062096736,1,2021-10-31
39557733,TMT ADVANCED CONSTRUCTION S.R.L.,standard,0.07543816,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01886195496416047,0.01999239384890363,0.01886195496416047,1,2021-10-31
39559530,PERFECT HAIR SRL,instiintare_neplata,0.14851994,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.22327939820406578,0.09866855546677254,0.22327939820406578,2,2021-10-31
39561726,KURTI&HERLO-METAL SRL,standard,0.0786,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.020023333596109104,0.020023333596109104,1,2021-10-31
39562705,CRICOR BAKERY S.R.L.,standard,0.06906908,41441.448,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018858267488704308,0.019930212216842595,0.018858267488704308,1,2021-10-31
39565256,VISMARFOR 50 S.R.L.,instiintare_neplata,0.15999902,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09917920445942936,0.09917920445942936,2,2021-10-31
39573666,GIA FOTO BLUE SKY SRL,standard,0.026646799999999998,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019520849055838927,0.019520849055838927,1,2021-10-31
39574610,EXTRA PLAN CONSTRUCT SRL,standard,0.00204614,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.0192872464457569,0.0192872464457569,1,2021-10-31
39588152,RIAS SARATELE SRL,standard,0.00190336,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019285898668264984,0.019285898668264984,1,2021-10-31
39605750,VIENNA PRODUCTION & TRADING GROUP SRL,standard,0.07787042999999999,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.020016190329902633,0.020016190329902633,1,2021-10-31
39606224,TOP EXPERT AUTO SERVICE GROUP SRL,standard,0.022238880000000003,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01883117613740103,0.019478789425891818,0.01883117613740103,1,2021-10-31
39606666,CRYS BURGHER FOOD SRL,insolventa,0.15999967,0,NA,NA,0,0,0,0,NA,0.0289517205650865,NA,0.10239694386806354,0.10239694386806354,3,2021-10-31
39606690,LXN LOGISTICS SRL,standard,0.032,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01883681981131708,0.019572048088536156,0.01883681981131708,1,2021-10-31
39608497,IDEEA VIDEO PRODUCTIONS SRL,standard,0.08322772,16645.544,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018866465809404702,0.0200687020868522,0.018866465809404702,1,2021-10-31
39609700,CONCEPT PANORAMA RG SRL,standard,0.15999760000000002,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018910979004668798,0.020836178864681008,0.018910979004668798,1,2021-10-31
39616376,SUPREME ROASTY SRL,standard,0.1066665,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01888004532170826,0.020300038264158545,0.01888004532170826,1,2021-10-31
39616457,RURAL TOUR SRL,standard,0.046275199999999996,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01884507641838032,0.019709223084195565,0.01884507641838032,1,2021-10-31
39619887,MARELLE SWEET MOMENT SRL,standard,6.7961e-4,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019274350817752372,0.019274350817752372,1,2021-10-31
39622947,AGRO WASH TRIFAN SRL,standard,0.0959994,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01887386403303445,0.020194434039509192,0.01887386403303445,1,2021-10-31
39626221,MIRSOF POWER TEAM SRL,standard,0.032,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019572048088536156,0.019572048088536156,1,2021-10-31
39637433,TASTY COOKING SRL,standard,0.09333330000000001,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018872319412068128,0.020168123822050885,0.018872319412068128,1,2021-10-31
39637450,AGRO DRAGOSOL SRL,standard,0.048,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.018866696586454994,0.019725860902173577,0.018866696586454994,1,2021-10-31
39640048,PRINTEX SOLUTIONS SRL,standard,0.12144627000000001,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.02044725211341121,0.02044725211341121,1,2021-10-31
39646032,AIM HIGH ENGINEERING SRL,standard,0.02579559,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018833232360104632,0.01951272002470213,0.018833232360104632,1,2021-10-31
39659776,WHATCH2US S.R.L.,instiintare_neplata,0.15914775,0,0.1,1,0,0,0,0,0.1,0.0478609998605216,0.2722119212393502,0.09914125496067758,0.2722119212393502,2,2021-10-31
39663050,GOURMET EVENTS SRL,standard,0.045514400000000003,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018844636291114575,0.019701888603413913,0.018844636291114575,1,2021-10-31
39666765,LACO FOOD AND BEVERAGE SRL,standard,0.00897273,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019352741276448565,0.019352741276448565,1,2021-10-31
39669141,ABART CREATIV SRL,instiintare_neplata,0.13028244,0,0,1,0,0,0,0,0,0.0478609998605216,0.38733184669866644,0.09786207144336849,0.38733184669866644,2,2021-10-31
39673002,NONNA SILVIA SRL,standard,0.09553344,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01887359406738312,0.02018983332362535,0.01887359406738312,1,2021-10-31
39675801,SECRETU BIO SRL,standard,0.051189319999999996,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018847919508528564,0.01975666207676862,0.018847919508528564,1,2021-10-31
39679404,DIGITAL HISTORY CODE SRL,instiintare_neplata,0.15521046,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09896589918476284,0.09896589918476284,2,2021-10-31
39689416,WBO TRANS SRL,standard,0.06174644,37047.858,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018854028808966073,0.01985895505554421,0.018854028808966073,1,2021-10-31
39705279,MDS-MOBASIG CREATION SRL,standard,0.05181102,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018848279226332254,0.019762671692400834,0.018848279226332254,1,2021-10-31
39718716,ZVO BUSTEAN SRL,standard,0.08708874000000001,52253.238,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.02010663116485589,0.02010663116485589,1,2021-10-31
39722075,MASTER BROADCASTING SRL,standard,0.08,0,0.23481686033112223,1,2,2,0,0,0.23481686033112223,0.923187279574391,0.07209890168238232,0.020037048079322033,0.07209890168238232,2,2021-10-31
39731278,LOUISAN F. STYLES MOD S R L,instiintare_neplata,0.16,0,0.1,1,0,0,0,0,0.1,0.0478609998605216,0.27221720397622445,0.09917924815514227,0.27221720397622445,2,2021-10-31
39740039,CRICOR FOODTRUCK S.R.L.,standard,0.05326914,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018849122926101827,0.01977677352589272,0.018849122926101827,1,2021-10-31
39745656,BIKEELECTRIC QUADRINI S.R.L.,standard,0.08954077,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01887012240076464,0.020130755347904056,0.01887012240076464,1,2021-10-31
39749160,COUNTRY SPECIAL BAKERY SRL-D,standard,0.08797922999999999,52787.55,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018869217874094617,0.020115388933052765,0.018869217874094617,1,2021-10-31
39749500,SOHO TRADITII CULINARE SRL,standard,0.07894736,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018863986970866334,0.020026735497378746,0.018863986970866334,1,2021-10-31
39753780,VALDAN AUTENTIC SRL,standard,0.08888888,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018869744786380552,0.02012433899323405,0.018869744786380552,1,2021-10-31
39775924,STAR PRODUCT PVC SRL,instiintare_neplata,0.15602449,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.2233201215640681,0.09900213112683613,0.2233201215640681,2,2021-10-31
39781489,LION FIT SRL,standard,0.00888,5328,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019351863023626684,0.019351863023626684,1,2021-10-31
39797930,CIURI SUPER CLEAN S.R.L.,standard,0.032,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01883681981131708,0.019572048088536156,0.01883681981131708,1,2021-10-31
39813777,MARPLAST BISTRITA SRL,standard,0.0799996,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01886459631361143,0.020037044159584454,0.01886459631361143,1,2021-10-31
39816021,VIOCHESA FURNIR SRL,standard,0.05333332,32000.004,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018849160062889028,0.019777394452781358,0.018849160062889028,1,2021-10-31
39845841,FIT CLASS CONCEPT SRL,instiintare_neplata,0.008936020000000001,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09264425623258932,0.09264425623258932,1,2021-10-31
39852296,CRIS MIRON CONSTRUCT SRL,standard,0.03167264,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018836630511780444,0.019568913380273036,0.018836630511780444,1,2021-10-31
39856182,TAMPLARIA GUMI S.R.L.,standard,0.11076924,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01888242327441223,0.02034079920571121,0.01888242327441223,1,2021-10-31
39862451,ALEXANDRETTE DESIGN SRL,standard,0.11428355999999999,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018884460411791065,0.02037577788263567,0.018884460411791065,1,2021-10-31
39862508,ATELIERELE LUI DRAGOBETE SRL,standard,0.08,0,0.5,0,1,1,0,0,0.5,0.923187279574391,0.018885238746960333,0.020037048079322033,0.018885238746960333,1,2021-10-31
39862559,CASA KARETA S.R.L.,standard,0.0533306,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01884915848900067,0.019777368137012995,0.01884915848900067,1,2021-10-31
39867564,RAMSES CONCEPT SRL,instiintare_neplata,0.14762802,0,0,1,0,0,0,0,0,0.0478609998605216,0.38746064233167943,0.09862897642672569,0.38746064233167943,2,2021-10-31
39879984,ARMIZAH COMPANY SRL,standard,0.10641756,63850.53,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01887990104525665,0.020297567607505593,0.01887990104525665,1,2021-10-31
39881658,ZAJEDNO VAS SRL,instiintare_neplata,0.14645421,0,NA,NA,0,0,0,0,NA,0.0478609998605216,NA,0.09857691003816335,0.09857691003816335,2,2021-10-31
39888796,CULTURE OF FOOD S.R.L.,standard,0.039096,23457.6,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018840923610317157,0.019640118484212325,0.018840923610317157,1,2021-10-31
39890826,123AGETRON SRL,instiintare_neplata,0.1537136,0,0.25,0,0,0,0,0,0.5,0.0478609998605216,0.04365665970179613,0.09889930573352121,0.04365665970179613,2,2021-10-31
39890842,0XACHAIN SRL,standard,0.0685008,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01885793850873918,0.019924673287655018,0.01885793850873918,1,2021-10-31
39891651,WOW PIZZA BEN SRL,standard,0.049704559999999995,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018847060448419637,0.0197423170013025,0.018847060448419637,1,2021-10-31
39891872,CONTAINER PROMETAL SRL,standard,0.08888884,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018869744763210343,0.0201243385995877,0.018869744763210343,1,2021-10-31
39906957,TAIFAS IONUT PRODUSE ROMANESTI SRL,instiintare_neplata,0.15359747,0,0,1,0,0,0,0,0,0.0478609998605216,0.3875049707558334,0.09889414092122721,0.3875049707558334,2,2021-10-31
39909481,VIDEODROME PRODUCTION SRL,standard,0.08,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018864596545251508,0.020037048079322033,0.018864596545251508,1,2021-10-31
39915408,REPWELD SRL-D,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
39922316,EZENT NASARA SRL,standard,0.09930328,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018875778327682752,0.020227084786051897,0.018875778327682752,1,2021-10-31
39940142,SLWELD SRL-D,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
39952554,CSIC PROCONS SRL,standard,8.294e-4,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019275763938802724,0.019275763938802724,1,2021-10-31
39953410,LOST SHEEP SRL,standard,0.05333332,32000.004,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018849160062889028,0.019777394452781358,0.018849160062889028,1,2021-10-31
39955909,MOONHONIQUE COMP SRL,standard,0.0023607,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019290216073200785,0.019290216073200785,1,2021-10-31
39975809,ENYSS TV SRL,standard,0.00458284,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019311207125056087,0.019311207125056087,1,2021-10-31
39991243,MALEWA GROUP SRL,standard,0.00932902,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019356116089379136,0.019356116089379136,1,2021-10-31
40001234,NEAGA AUR REB SRL,standard,0.00400621,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019305757941491926,0.019305757941491926,1,2021-10-31
40002175,PATISERIA SI CAFFETARIA DAVID SRL,standard,0.03172704,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018836661969052187,0.0195694342654433,0.018836661969052187,1,2021-10-31
40002795,DENIS CARMTOP S R L,instiintare_neplata,0.12682616,0,0,1,0,0,0,0,0,0.0478609998605216,0.3873061847641381,0.09770989456886628,0.3873061847641381,2,2021-10-31
40007334,CHIS GARAGE ASSIST S.R.L.,standard,0.0479987,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.018846073510537065,0.019725848356893134,0.018846073510537065,1,2021-10-31
40015230,SAF GARDEN EVENT SRL,instiintare_neplata,0.14955976,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.22328504046032951,0.09871471544035973,0.22328504046032951,2,2021-10-31
40029529,MANIFEST BRICHETE S.R.L.,instiintare_neplata,0.1599988,0,0.15,1,0,0,0,0,0.15,0.0478609998605216,0.2233416902578176,0.09917919465019004,0.2233416902578176,2,2021-10-31
40030000,F.M.G. MUSCLE SRL,standard,0.00417216,0,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.01930732602314471,0.01930732602314471,1,2021-10-31
40032834,AMENAJARI IVCONS S.R.L,standard,0.16,0,0.5,0,0,0,0,0,0.5,0.923187279574391,0.01891098039786069,0.020836203301156736,0.01891098039786069,1,2021-10-31
40033570,INTERTRANS GRAINS SRL,standard,0.00229674,1378.05,NA,NA,0,0,0,0,NA,0.923187279574391,NA,0.019289612217686707,0.019289612217686707,1,2021-10-31
